Alter in 5-Jahresgruppen <20>,Jahr,Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort,Politischer Bezirk / Wiener Gemeindebezirk - Zielort,Anzahl,Anmerkungen
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 4.Bezirk, Wieden <904>",5
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 5.Bezirk, Margareten <905>",6
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 6.Bezirk, Mariahilf <906>",-
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 7.Bezirk, Neubau <907>",4
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 8.Bezirk, Josefstadt <908>",1
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 9.Bezirk, Alsergrund <909>",7
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 10.Bezirk, Favoriten <910>",10
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 11.Bezirk, Simmering <911>",5
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 12.Bezirk, Meidling <912>",7
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 13.Bezirk, Hietzing <913>",3
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 14.Bezirk, Penzing <914>",8
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",14
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 16.Bezirk, Ottakring <916>",42
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 17.Bezirk, Hernals <917>",25
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 18.Bezirk, Währing <918>",4
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 19.Bezirk, Döbling <919>",8
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 20.Bezirk, Brigittenau <920>",6
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 21.Bezirk, Floridsdorf <921>",8
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 22.Bezirk, Donaustadt <922>",9
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 23.Bezirk, Liesing <923>",8
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 1.Bezirk, Innere Stadt <901>",3
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 2.Bezirk, Leopoldstadt <902>",4
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 3.Bezirk, Landstraße <903>",10
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 4.Bezirk, Wieden <904>",2
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 5.Bezirk, Margareten <905>",5
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 6.Bezirk, Mariahilf <906>",3
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 7.Bezirk, Neubau <907>",-
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 8.Bezirk, Josefstadt <908>",1
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 9.Bezirk, Alsergrund <909>",4
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 10.Bezirk, Favoriten <910>",3
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 11.Bezirk, Simmering <911>",5
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 12.Bezirk, Meidling <912>",4
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 13.Bezirk, Hietzing <913>",4
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 14.Bezirk, Penzing <914>",6
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",4
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 16.Bezirk, Ottakring <916>",13
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 17.Bezirk, Hernals <917>",9
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 18.Bezirk, Währing <918>",45
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 19.Bezirk, Döbling <919>",21
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 20.Bezirk, Brigittenau <920>",5
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 21.Bezirk, Floridsdorf <921>",8
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 22.Bezirk, Donaustadt <922>",6
50 bis 54 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 23.Bezirk, Liesing <923>",2
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 1.Bezirk, Innere Stadt <901>",3
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 2.Bezirk, Leopoldstadt <902>",14
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 3.Bezirk, Landstraße <903>",7
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 4.Bezirk, Wieden <904>",4
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 5.Bezirk, Margareten <905>",1
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 6.Bezirk, Mariahilf <906>",4
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 7.Bezirk, Neubau <907>",3
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 8.Bezirk, Josefstadt <908>",3
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 9.Bezirk, Alsergrund <909>",7
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 10.Bezirk, Favoriten <910>",10
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 11.Bezirk, Simmering <911>",8
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 12.Bezirk, Meidling <912>",5
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 13.Bezirk, Hietzing <913>",1
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 14.Bezirk, Penzing <914>",7
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",4
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 16.Bezirk, Ottakring <916>",17
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 17.Bezirk, Hernals <917>",10
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 18.Bezirk, Währing <918>",15
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 19.Bezirk, Döbling <919>",95
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 20.Bezirk, Brigittenau <920>",8
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 21.Bezirk, Floridsdorf <921>",19
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 22.Bezirk, Donaustadt <922>",18
50 bis 54 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 23.Bezirk, Liesing <923>",3
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 1.Bezirk, Innere Stadt <901>",4
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 2.Bezirk, Leopoldstadt <902>",34
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 3.Bezirk, Landstraße <903>",4
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 4.Bezirk, Wieden <904>",7
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 5.Bezirk, Margareten <905>",8
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 6.Bezirk, Mariahilf <906>",-
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 7.Bezirk, Neubau <907>",1
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 8.Bezirk, Josefstadt <908>",2
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 9.Bezirk, Alsergrund <909>",7
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 10.Bezirk, Favoriten <910>",26
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 11.Bezirk, Simmering <911>",13
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 12.Bezirk, Meidling <912>",12
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 13.Bezirk, Hietzing <913>",2
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 14.Bezirk, Penzing <914>",7
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",9
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 16.Bezirk, Ottakring <916>",10
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 17.Bezirk, Hernals <917>",3
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 18.Bezirk, Währing <918>",7
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 19.Bezirk, Döbling <919>",12
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 20.Bezirk, Brigittenau <920>",61
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 21.Bezirk, Floridsdorf <921>",38
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 22.Bezirk, Donaustadt <922>",41
50 bis 54 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 23.Bezirk, Liesing <923>",6
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 1.Bezirk, Innere Stadt <901>",2
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 2.Bezirk, Leopoldstadt <902>",20
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 3.Bezirk, Landstraße <903>",13
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 4.Bezirk, Wieden <904>",11
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 5.Bezirk, Margareten <905>",5
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 6.Bezirk, Mariahilf <906>",3
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 7.Bezirk, Neubau <907>",1
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 8.Bezirk, Josefstadt <908>",2
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 9.Bezirk, Alsergrund <909>",10
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 10.Bezirk, Favoriten <910>",32
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 11.Bezirk, Simmering <911>",16
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 12.Bezirk, Meidling <912>",14
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 13.Bezirk, Hietzing <913>",5
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 14.Bezirk, Penzing <914>",11
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",8
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 16.Bezirk, Ottakring <916>",10
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 17.Bezirk, Hernals <917>",4
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 18.Bezirk, Währing <918>",4
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 19.Bezirk, Döbling <919>",11
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 20.Bezirk, Brigittenau <920>",20
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 21.Bezirk, Floridsdorf <921>",224
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 22.Bezirk, Donaustadt <922>",84
50 bis 54 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 23.Bezirk, Liesing <923>",13
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 1.Bezirk, Innere Stadt <901>",4
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 2.Bezirk, Leopoldstadt <902>",25
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 3.Bezirk, Landstraße <903>",15
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 4.Bezirk, Wieden <904>",8
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 5.Bezirk, Margareten <905>",9
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 6.Bezirk, Mariahilf <906>",1
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 7.Bezirk, Neubau <907>",1
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 8.Bezirk, Josefstadt <908>",4
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 9.Bezirk, Alsergrund <909>",7
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 10.Bezirk, Favoriten <910>",26
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 11.Bezirk, Simmering <911>",16
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 12.Bezirk, Meidling <912>",10
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 13.Bezirk, Hietzing <913>",3
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 14.Bezirk, Penzing <914>",10
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",4
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 16.Bezirk, Ottakring <916>",13
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 17.Bezirk, Hernals <917>",9
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 18.Bezirk, Währing <918>",6
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 19.Bezirk, Döbling <919>",7
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 20.Bezirk, Brigittenau <920>",18
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 21.Bezirk, Floridsdorf <921>",58
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 22.Bezirk, Donaustadt <922>",297
50 bis 54 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 23.Bezirk, Liesing <923>",12
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 1.Bezirk, Innere Stadt <901>",2
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 2.Bezirk, Leopoldstadt <902>",5
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 3.Bezirk, Landstraße <903>",12
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 4.Bezirk, Wieden <904>",6
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 5.Bezirk, Margareten <905>",6
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 6.Bezirk, Mariahilf <906>",1
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 7.Bezirk, Neubau <907>",-
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 8.Bezirk, Josefstadt <908>",1
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 9.Bezirk, Alsergrund <909>",2
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 10.Bezirk, Favoriten <910>",27
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 11.Bezirk, Simmering <911>",6
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 12.Bezirk, Meidling <912>",16
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 13.Bezirk, Hietzing <913>",8
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 14.Bezirk, Penzing <914>",7
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",4
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 16.Bezirk, Ottakring <916>",8
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 17.Bezirk, Hernals <917>",4
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 18.Bezirk, Währing <918>",3
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 19.Bezirk, Döbling <919>",5
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 20.Bezirk, Brigittenau <920>",7
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 21.Bezirk, Floridsdorf <921>",16
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 22.Bezirk, Donaustadt <922>",19
50 bis 54 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 23.Bezirk, Liesing <923>",92
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 1.Bezirk, Innere Stadt <901>",16
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 2.Bezirk, Leopoldstadt <902>",4
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 3.Bezirk, Landstraße <903>",7
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 4.Bezirk, Wieden <904>",5
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 5.Bezirk, Margareten <905>",1
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 6.Bezirk, Mariahilf <906>",4
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 7.Bezirk, Neubau <907>",3
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 8.Bezirk, Josefstadt <908>",-
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 9.Bezirk, Alsergrund <909>",3
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 10.Bezirk, Favoriten <910>",3
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 11.Bezirk, Simmering <911>",1
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 12.Bezirk, Meidling <912>",3
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 13.Bezirk, Hietzing <913>",1
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 14.Bezirk, Penzing <914>",3
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",2
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 16.Bezirk, Ottakring <916>",9
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 17.Bezirk, Hernals <917>",3
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 18.Bezirk, Währing <918>",4
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 19.Bezirk, Döbling <919>",6
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 20.Bezirk, Brigittenau <920>",-
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 21.Bezirk, Floridsdorf <921>",2
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 22.Bezirk, Donaustadt <922>",4
55 bis 59 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 23.Bezirk, Liesing <923>",3
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 1.Bezirk, Innere Stadt <901>",2
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 2.Bezirk, Leopoldstadt <902>",81
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 3.Bezirk, Landstraße <903>",22
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 4.Bezirk, Wieden <904>",3
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 5.Bezirk, Margareten <905>",6
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 6.Bezirk, Mariahilf <906>",2
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 7.Bezirk, Neubau <907>",3
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 8.Bezirk, Josefstadt <908>",3
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 9.Bezirk, Alsergrund <909>",3
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 10.Bezirk, Favoriten <910>",12
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 11.Bezirk, Simmering <911>",14
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 12.Bezirk, Meidling <912>",9
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 13.Bezirk, Hietzing <913>",4
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 14.Bezirk, Penzing <914>",6
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",6
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 16.Bezirk, Ottakring <916>",4
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 17.Bezirk, Hernals <917>",5
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 18.Bezirk, Währing <918>",3
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 19.Bezirk, Döbling <919>",11
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 20.Bezirk, Brigittenau <920>",20
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 21.Bezirk, Floridsdorf <921>",22
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 22.Bezirk, Donaustadt <922>",39
55 bis 59 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 23.Bezirk, Liesing <923>",2
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 1.Bezirk, Innere Stadt <901>",3
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 2.Bezirk, Leopoldstadt <902>",14
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 3.Bezirk, Landstraße <903>",57
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 4.Bezirk, Wieden <904>",12
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 5.Bezirk, Margareten <905>",9
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 6.Bezirk, Mariahilf <906>",5
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 7.Bezirk, Neubau <907>",6
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 8.Bezirk, Josefstadt <908>",4
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 9.Bezirk, Alsergrund <909>",6
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 10.Bezirk, Favoriten <910>",38
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 11.Bezirk, Simmering <911>",18
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 12.Bezirk, Meidling <912>",8
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 13.Bezirk, Hietzing <913>",9
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 14.Bezirk, Penzing <914>",3
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",11
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 16.Bezirk, Ottakring <916>",6
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 17.Bezirk, Hernals <917>",7
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 18.Bezirk, Währing <918>",4
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 19.Bezirk, Döbling <919>",7
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 20.Bezirk, Brigittenau <920>",3
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 21.Bezirk, Floridsdorf <921>",13
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 22.Bezirk, Donaustadt <922>",25
55 bis 59 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 23.Bezirk, Liesing <923>",6
55 bis 59 Jahre,2025,"Wien 4.Bezirk, Wieden <904>","Wien 1.Bezirk, Innere Stadt <901>",2
